; matrix-scan  -quick -v 2 -m results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf -matrix_format transfac -i data/leaderboard/train/CHS/GABPA/THC_0866.fasta -seq_format fasta -bgfile bg_models/equiprobable_1str.tsv -bg_pseudo 0.01 -pseudo 1 -decimals 1 -2str -return sites -uth rank_pm 1 -n score
; Quick counting mode           
; Input files
;	data/leaderboard/train/CHS/GABPA/THC_0866.fasta
;	bg_models/equiprobable_1str.tsv
; Matrix files
;	results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf
; Sequence format      
; Pseudo counts        
; Background model
;	file
;
;	sensitive
;	0.01
;
;	a	0.25000
;	c	0.25000
;	g	0.25000
;	t	0.25000
; Thresholds	upper
;	NA	1    
; Output columns
;	seq_id
;	ft_type
;	ft_name
;	strand
;	start
;	end
;	sequence
;	weight
#seq_id	ft_name	strand	start	end	weight
hg38_chr13_110715325_110715828_+	cluster_1_node_4_2motifs	D	346	355	6.0
hg38_chr13_110914369_110914770_+	cluster_1_node_4_2motifs	D	141	150	7.3
hg38_chr13_111153316_111153828_+	cluster_1_node_4_2motifs	D	330	339	11.6
hg38_chr13_112931465_112931744_+	cluster_1_node_4_2motifs	R	261	270	6.8
hg38_chr13_112968987_112969364_+	cluster_1_node_4_2motifs	D	161	170	6.7
hg38_chr13_113208508_113208904_+	cluster_1_node_4_2motifs	D	185	194	11.6
hg38_chr13_113296844_113297147_+	cluster_1_node_4_2motifs	D	149	158	8.6
hg38_chr13_113393928_113394232_+	cluster_1_node_4_2motifs	R	147	156	7.6
hg38_chr13_113449017_113449692_+	cluster_1_node_4_2motifs	D	95	104	7.7
hg38_chr13_114234654_114235096_+	cluster_1_node_4_2motifs	D	201	210	8.7
hg38_chr13_114314059_114314538_+	cluster_1_node_4_2motifs	D	259	268	10.9
hg38_chr13_20566884_20567270_+	cluster_1_node_4_2motifs	D	224	233	8.3
hg38_chr13_23608704_23609078_+	cluster_1_node_4_2motifs	D	221	230	5.1
hg38_chr13_24512682_24512985_+	cluster_1_node_4_2motifs	D	83	92	5.9
hg38_chr13_24922899_24923219_+	cluster_1_node_4_2motifs	D	170	179	5.3
hg38_chr13_25301360_25301721_+	cluster_1_node_4_2motifs	D	197	206	10.1
hg38_chr13_26221781_26222652_+	cluster_1_node_4_2motifs	D	778	787	9.0
hg38_chr13_27251036_27251611_+	cluster_1_node_4_2motifs	D	172	181	8.4
hg38_chr13_27424443_27424844_+	cluster_1_node_4_2motifs	R	173	182	10.1
hg38_chr13_27449926_27450315_+	cluster_1_node_4_2motifs	D	164	173	10.9
hg38_chr13_28658839_28659413_+	cluster_1_node_4_2motifs	D	245	254	10.9
hg38_chr13_30617624_30618179_+	cluster_1_node_4_2motifs	R	192	201	10.9
hg38_chr13_32315239_32315589_+	cluster_1_node_4_2motifs	D	179	188	9.4
hg38_chr13_33542354_33543214_+	cluster_1_node_4_2motifs	D	384	393	7.1
hg38_chr13_37059493_37059895_+	cluster_1_node_4_2motifs	D	185	194	8.1
hg38_chr13_38349389_38350055_+	cluster_1_node_4_2motifs	D	163	172	7.3
hg38_chr13_40770895_40771550_+	cluster_1_node_4_2motifs	D	319	328	8.4
hg38_chr13_40789177_40789624_+	cluster_1_node_4_2motifs	D	216	225	9.4
hg38_chr13_41263297_41263930_+	cluster_1_node_4_2motifs	D	283	292	10.9
hg38_chr13_41960882_41961370_+	cluster_1_node_4_2motifs	R	225	234	7.7
hg38_chr13_42271932_42272243_+	cluster_1_node_4_2motifs	R	139	148	4.5
hg38_chr13_44373532_44373909_+	cluster_1_node_4_2motifs	D	291	300	6.6
hg38_chr13_44989336_44989619_+	cluster_1_node_4_2motifs	D	154	163	8.4
hg38_chr13_45341037_45341446_+	cluster_1_node_4_2motifs	R	215	224	8.9
hg38_chr13_45464574_45465210_+	cluster_1_node_4_2motifs	R	390	399	11.1
hg38_chr13_46052475_46053031_+	cluster_1_node_4_2motifs	R	256	265	9.4
hg38_chr13_46554535_46554971_+	cluster_1_node_4_2motifs	R	412	421	6.5
hg38_chr13_48037484_48038189_+	cluster_1_node_4_2motifs	D	225	234	10.9
hg38_chr13_48303512_48303895_+	cluster_1_node_4_2motifs	R	202	211	9.9
hg38_chr13_50124240_50124620_+	cluster_1_node_4_2motifs	R	225	234	9.3
hg38_chr13_51583856_51584585_+	cluster_1_node_4_2motifs	R	509	518	11.1
hg38_chr13_51804074_51804393_+	cluster_1_node_4_2motifs	D	147	156	6.2
hg38_chr13_52159295_52159698_+	cluster_1_node_4_2motifs	R	122	131	9.9
hg38_chr13_52194138_52194794_+	cluster_1_node_4_2motifs	R	30	39	6.3
hg38_chr13_52449975_52450855_+	cluster_1_node_4_2motifs	D	483	492	6.8
hg38_chr13_52600254_52600592_+	cluster_1_node_4_2motifs	R	174	183	9.4
hg38_chr13_52617203_52617737_+	cluster_1_node_4_2motifs	R	277	286	5.9
hg38_chr13_52652112_52652981_+	cluster_1_node_4_2motifs	D	196	205	9.4
hg38_chr13_52850674_52851008_+	cluster_1_node_4_2motifs	D	142	151	6.6
hg38_chr13_60163691_60164323_+	cluster_1_node_4_2motifs	D	315	324	7.9
hg38_chr13_72727552_72727865_+	cluster_1_node_4_2motifs	R	87	96	7.6
hg38_chr13_72781831_72782307_+	cluster_1_node_4_2motifs	D	308	317	9.4
hg38_chr13_74135526_74135850_+	cluster_1_node_4_2motifs	R	58	67	6.7
hg38_chr13_79481155_79481544_+	cluster_1_node_4_2motifs	R	180	189	10.9
hg38_chr13_94549259_94549569_+	cluster_1_node_4_2motifs	D	271	280	6.1
hg38_chr13_95301289_95301635_+	cluster_1_node_4_2motifs	D	166	175	8.4
hg38_chr13_96053178_96053628_+	cluster_1_node_4_2motifs	D	227	236	11.1
hg38_chr13_98142594_98143151_+	cluster_1_node_4_2motifs	D	501	510	8.4
hg38_chr13_99200556_99200933_+	cluster_1_node_4_2motifs	D	142	151	6.0
hg38_chr13_99498358_99498946_+	cluster_1_node_4_2motifs	R	256	265	8.5
hg38_chr13_99501178_99501737_+	cluster_1_node_4_2motifs	R	302	311	5.0
hg38_chr13_99743458_99743799_+	cluster_1_node_4_2motifs	R	157	166	2.8
hg38_chr15_101277178_101277733_+	cluster_1_node_4_2motifs	D	290	299	8.3
hg38_chr15_101295177_101295538_+	cluster_1_node_4_2motifs	R	179	188	8.8
hg38_chr15_101333999_101334723_+	cluster_1_node_4_2motifs	R	17	26	7.8
hg38_chr15_101652146_101652791_+	cluster_1_node_4_2motifs	D	232	241	10.9
hg38_chr15_22838406_22838803_+	cluster_1_node_4_2motifs	R	303	312	4.6
hg38_chr15_23565356_23565905_+	cluster_1_node_4_2motifs	R	226	235	9.4
hg38_chr15_33126487_33126805_+	cluster_1_node_4_2motifs	R	142	151	8.5
hg38_chr15_34101744_34102219_+	cluster_1_node_4_2motifs	R	262	271	7.3
hg38_chr15_34224708_34225282_+	cluster_1_node_4_2motifs	R	301	310	10.9
hg38_chr15_34342999_34343395_+	cluster_1_node_4_2motifs	R	174	183	7.9
hg38_chr15_34969561_34970072_+	cluster_1_node_4_2motifs	R	259	268	8.0
hg38_chr15_34988180_34988491_+	cluster_1_node_4_2motifs	D	82	91	5.7
hg38_chr15_38453870_38454327_+	cluster_1_node_4_2motifs	R	194	203	4.1
hg38_chr15_39782717_39783070_+	cluster_1_node_4_2motifs	R	163	172	8.0
hg38_chr15_39933848_39934169_+	cluster_1_node_4_2motifs	R	104	113	6.9
hg38_chr15_40038942_40039464_+	cluster_1_node_4_2motifs	R	226	235	8.0
hg38_chr15_40382699_40383143_+	cluster_1_node_4_2motifs	D	213	222	9.4
hg38_chr15_40594154_40594575_+	cluster_1_node_4_2motifs	D	304	313	3.8
hg38_chr15_40694916_40695278_+	cluster_1_node_4_2motifs	R	174	183	6.7
hg38_chr15_40764303_40764592_+	cluster_1_node_4_2motifs	D	177	186	8.3
hg38_chr15_41402288_41402666_+	cluster_1_node_4_2motifs	D	225	234	5.6
hg38_chr15_41544109_41544450_+	cluster_1_node_4_2motifs	D	207	216	4.1
hg38_chr15_42208095_42208384_+	cluster_1_node_4_2motifs	D	211	220	7.9
hg38_chr15_42273236_42273671_+	cluster_1_node_4_2motifs	D	201	210	7.8
hg38_chr15_43105932_43106302_+	cluster_1_node_4_2motifs	D	224	233	6.7
hg38_chr15_43185206_43186044_+	cluster_1_node_4_2motifs	R	212	221	11.1
hg38_chr15_43330283_43330836_+	cluster_1_node_4_2motifs	D	344	353	11.6
hg38_chr15_43370852_43371375_+	cluster_1_node_4_2motifs	R	185	194	8.7
hg38_chr15_43510806_43511162_+	cluster_1_node_4_2motifs	D	39	48	4.1
hg38_chr15_43800313_43800766_+	cluster_1_node_4_2motifs	R	261	270	8.8
hg38_chr15_43824485_43824931_+	cluster_1_node_4_2motifs	R	296	305	5.3
hg38_chr15_44288555_44288883_+	cluster_1_node_4_2motifs	R	86	95	5.2
hg38_chr15_44663180_44663875_+	cluster_1_node_4_2motifs	D	482	491	9.0
hg38_chr15_45279075_45279393_+	cluster_1_node_4_2motifs	R	170	179	9.9
hg38_chr15_45402136_45402519_+	cluster_1_node_4_2motifs	D	204	213	5.8
hg38_chr15_45587002_45587586_+	cluster_1_node_4_2motifs	D	327	336	11.6
hg38_chr15_49155435_49156018_+	cluster_1_node_4_2motifs	R	265	274	5.6
hg38_chr15_49620669_49621208_+	cluster_1_node_4_2motifs	D	218	227	5.5
hg38_chr15_50354706_50355128_+	cluster_1_node_4_2motifs	D	237	246	7.6
hg38_chr15_50424031_50424529_+	cluster_1_node_4_2motifs	R	109	118	7.9
hg38_chr15_50765501_50765911_+	cluster_1_node_4_2motifs	D	208	217	7.8
hg38_chr15_52568969_52569362_+	cluster_1_node_4_2motifs	D	181	190	7.0
hg38_chr15_52679337_52679610_+	cluster_1_node_4_2motifs	D	96	105	9.2
hg38_chr15_55196701_55197268_+	cluster_1_node_4_2motifs	R	234	243	9.2
hg38_chr15_55408301_55408612_+	cluster_1_node_4_2motifs	D	223	232	7.9
hg38_chr15_55897666_55897991_+	cluster_1_node_4_2motifs	D	198	207	7.6
hg38_chr15_56887412_56887783_+	cluster_1_node_4_2motifs	R	10	19	8.6
hg38_chr15_57706421_57706869_+	cluster_1_node_4_2motifs	D	194	203	7.0
hg38_chr15_58749774_58750129_+	cluster_1_node_4_2motifs	D	202	211	7.7
hg38_chr15_58770808_58771192_+	cluster_1_node_4_2motifs	D	197	206	8.1
hg38_chr15_59657228_59657781_+	cluster_1_node_4_2motifs	R	300	309	10.9
hg38_chr15_60479123_60479393_+	cluster_1_node_4_2motifs	R	136	145	9.4
hg38_chr15_63157360_63157656_+	cluster_1_node_4_2motifs	D	128	137	8.1
hg38_chr15_64162917_64163484_+	cluster_1_node_4_2motifs	R	108	117	7.8
hg38_chr15_64355953_64356524_+	cluster_1_node_4_2motifs	D	312	321	11.6
hg38_chr15_64387450_64388055_+	cluster_1_node_4_2motifs	R	370	379	6.8
hg38_chr15_64841355_64841734_+	cluster_1_node_4_2motifs	R	270	279	6.0
hg38_chr15_65133649_65133982_+	cluster_1_node_4_2motifs	R	198	207	9.2
hg38_chr15_65286754_65287083_+	cluster_1_node_4_2motifs	D	210	219	6.4
hg38_chr15_65517062_65517933_+	cluster_1_node_4_2motifs	D	621	630	10.9
hg38_chr15_65610795_65611396_+	cluster_1_node_4_2motifs	R	150	159	7.6
hg38_chr15_65832902_65833306_+	cluster_1_node_4_2motifs	R	273	282	7.8
hg38_chr15_65869149_65869710_+	cluster_1_node_4_2motifs	D	87	96	8.4
hg38_chr15_66356595_66356986_+	cluster_1_node_4_2motifs	R	264	273	3.5
hg38_chr15_66386543_66386911_+	cluster_1_node_4_2motifs	R	200	209	6.3
hg38_chr15_66497665_66497984_+	cluster_1_node_4_2motifs	D	203	212	7.9
hg38_chr15_66504728_66505310_+	cluster_1_node_4_2motifs	R	117	126	7.8
hg38_chr15_66700912_66701304_+	cluster_1_node_4_2motifs	R	162	171	4.8
hg38_chr15_67254595_67254875_+	cluster_1_node_4_2motifs	D	70	79	6.7
hg38_chr15_67542393_67542944_+	cluster_1_node_4_2motifs	R	41	50	7.3
hg38_chr15_68277409_68277970_+	cluster_1_node_4_2motifs	D	141	150	6.6
hg38_chr15_68818302_68818897_+	cluster_1_node_4_2motifs	D	485	494	6.0
hg38_chr15_69413967_69414455_+	cluster_1_node_4_2motifs	D	258	267	11.1
hg38_chr15_69452601_69453229_+	cluster_1_node_4_2motifs	D	512	521	10.9
hg38_chr15_70763487_70763906_+	cluster_1_node_4_2motifs	R	238	247	5.4
hg38_chr15_70833856_70834138_+	cluster_1_node_4_2motifs	D	127	136	11.1
hg38_chr15_70892191_70892821_+	cluster_1_node_4_2motifs	R	228	237	11.1
hg38_chr15_72375947_72376609_+	cluster_1_node_4_2motifs	D	170	179	11.6
hg38_chr15_72685872_72686444_+	cluster_1_node_4_2motifs	D	322	331	8.8
hg38_chr15_72783557_72783917_+	cluster_1_node_4_2motifs	D	186	195	7.8
hg38_chr15_73992120_73992577_+	cluster_1_node_4_2motifs	R	235	244	7.1
hg38_chr15_73994479_73994782_+	cluster_1_node_4_2motifs	D	188	197	9.2
hg38_chr15_74100064_74100420_+	cluster_1_node_4_2motifs	D	68	77	5.3
hg38_chr15_74291485_74291852_+	cluster_1_node_4_2motifs	R	150	159	5.7
hg38_chr15_74460941_74461534_+	cluster_1_node_4_2motifs	D	192	201	5.4
hg38_chr15_74540733_74541442_+	cluster_1_node_4_2motifs	D	341	350	9.9
hg38_chr15_74615206_74616063_+	cluster_1_node_4_2motifs	R	629	638	8.4
hg38_chr15_74695764_74696300_+	cluster_1_node_4_2motifs	D	285	294	11.6
hg38_chr15_74818562_74818839_+	cluster_1_node_4_2motifs	D	193	202	8.7
hg38_chr15_74842984_74843380_+	cluster_1_node_4_2motifs	R	233	242	7.9
hg38_chr15_74873065_74873527_+	cluster_1_node_4_2motifs	D	274	283	11.1
hg38_chr15_75367865_75368962_+	cluster_1_node_4_2motifs	R	241	250	7.0
hg38_chr15_75450697_75451035_+	cluster_1_node_4_2motifs	D	137	146	5.0
hg38_chr15_75453675_75454675_+	cluster_1_node_4_2motifs	D	273	282	8.7
hg38_chr15_75625619_75626015_+	cluster_1_node_4_2motifs	D	316	325	6.2
hg38_chr15_75640139_75640427_+	cluster_1_node_4_2motifs	R	259	268	7.6
hg38_chr15_75758243_75758855_+	cluster_1_node_4_2motifs	D	241	250	8.4
hg38_chr15_75903615_75904078_+	cluster_1_node_4_2motifs	R	239	248	11.1
hg38_chr15_77420825_77421447_+	cluster_1_node_4_2motifs	D	362	371	10.9
hg38_chr15_77944407_77944857_+	cluster_1_node_4_2motifs	R	162	171	6.0
hg38_chr15_78131414_78131736_+	cluster_1_node_4_2motifs	R	134	143	10.9
hg38_chr15_78148969_78149326_+	cluster_1_node_4_2motifs	R	185	194	4.4
hg38_chr15_78299603_78299976_+	cluster_1_node_4_2motifs	R	197	206	8.3
hg38_chr15_79896954_79897226_+	cluster_1_node_4_2motifs	D	167	176	8.4
hg38_chr15_79923533_79924201_+	cluster_1_node_4_2motifs	R	390	399	9.4
hg38_chr15_80059667_80060138_+	cluster_1_node_4_2motifs	R	265	274	8.4
hg38_chr15_81000657_81001010_+	cluster_1_node_4_2motifs	R	228	237	6.0
hg38_chr15_82262616_82262908_+	cluster_1_node_4_2motifs	R	156	165	6.2
hg38_chr15_82540254_82540790_+	cluster_1_node_4_2motifs	D	246	255	6.7
hg38_chr15_82680340_82680702_+	cluster_1_node_4_2motifs	D	176	185	9.4
hg38_chr15_82709285_82709633_+	cluster_1_node_4_2motifs	D	185	194	6.0
hg38_chr15_82750250_82750756_+	cluster_1_node_4_2motifs	D	263	272	6.3
hg38_chr15_82985666_82986439_+	cluster_1_node_4_2motifs	R	530	539	8.4
hg38_chr15_83011445_83011881_+	cluster_1_node_4_2motifs	R	342	351	10.3
hg38_chr15_83067115_83067414_+	cluster_1_node_4_2motifs	D	137	146	8.3
hg38_chr15_84080051_84080580_+	cluster_1_node_4_2motifs	D	147	156	6.2
hg38_chr15_84631092_84632007_+	cluster_1_node_4_2motifs	D	364	373	8.4
hg38_chr15_84654080_84654449_+	cluster_1_node_4_2motifs	D	218	227	9.9
hg38_chr15_84715919_84716575_+	cluster_1_node_4_2motifs	D	266	275	9.3
hg38_chr15_85794850_85795171_+	cluster_1_node_4_2motifs	R	102	111	3.1
hg38_chr15_88546262_88546902_+	cluster_1_node_4_2motifs	R	413	422	7.5
hg38_chr15_88621166_88621568_+	cluster_1_node_4_2motifs	R	193	202	8.4
hg38_chr15_89088242_89088570_+	cluster_1_node_4_2motifs	R	197	206	3.9
hg38_chr15_89243609_89244637_+	cluster_1_node_4_2motifs	R	331	340	9.9
hg38_chr15_89690541_89691011_+	cluster_1_node_4_2motifs	D	258	267	8.7
hg38_chr15_89875001_89875278_+	cluster_1_node_4_2motifs	R	87	96	5.3
hg38_chr15_89893755_89894298_+	cluster_1_node_4_2motifs	D	263	272	11.6
hg38_chr15_90265210_90265961_+	cluster_1_node_4_2motifs	D	432	441	11.1
hg38_chr15_90352128_90352441_+	cluster_1_node_4_2motifs	D	248	257	10.9
hg38_chr15_90387867_90388359_+	cluster_1_node_4_2motifs	D	190	199	4.2
hg38_chr15_90717124_90717511_+	cluster_1_node_4_2motifs	R	227	236	9.1
hg38_chr15_90929946_90930466_+	cluster_1_node_4_2motifs	D	204	213	11.1
hg38_chr15_91022395_91022837_+	cluster_1_node_4_2motifs	R	210	219	8.7
hg38_chr15_91055838_91056196_+	cluster_1_node_4_2motifs	R	144	153	6.1
hg38_chr15_92809057_92809593_+	cluster_1_node_4_2motifs	R	260	269	8.1
hg38_chr15_92882317_92882610_+	cluster_1_node_4_2motifs	R	163	172	6.2
hg38_chr15_92899827_92900218_+	cluster_1_node_4_2motifs	D	163	172	10.3
hg38_chr15_92904159_92904761_+	cluster_1_node_4_2motifs	D	459	468	8.0
hg38_chr15_98647510_98647822_+	cluster_1_node_4_2motifs	D	223	232	7.9
hg38_chr15_98850902_98851226_+	cluster_1_node_4_2motifs	R	157	166	10.3
hg38_chr15_99250976_99251480_+	cluster_1_node_4_2motifs	R	235	244	6.3
hg38_chr15_99565642_99566034_+	cluster_1_node_4_2motifs	R	206	215	6.0
hg38_chr15_99733444_99733864_+	cluster_1_node_4_2motifs	R	166	175	11.1
hg38_chr17_10697314_10697820_+	cluster_1_node_4_2motifs	R	257	266	8.8
hg38_chr17_11997210_11997651_+	cluster_1_node_4_2motifs	D	248	257	10.9
hg38_chr17_1268080_1268538_+	cluster_1_node_4_2motifs	D	219	228	8.0
hg38_chr17_13017899_13018587_+	cluster_1_node_4_2motifs	D	343	352	8.7
hg38_chr17_1399993_1400490_+	cluster_1_node_4_2motifs	D	232	241	7.0
hg38_chr17_14069196_14069784_+	cluster_1_node_4_2motifs	R	290	299	11.1
hg38_chr17_1456084_1456494_+	cluster_1_node_4_2motifs	R	177	186	8.6
hg38_chr17_1463213_1463521_+	cluster_1_node_4_2motifs	D	143	152	3.6
hg38_chr17_1487961_1488261_+	cluster_1_node_4_2motifs	R	76	85	5.3
hg38_chr17_1516538_1517205_+	cluster_1_node_4_2motifs	R	377	386	6.5
hg38_chr17_15684088_15684529_+	cluster_1_node_4_2motifs	R	223	232	8.5
hg38_chr17_16216925_16217339_+	cluster_1_node_4_2motifs	D	173	182	4.6
hg38_chr17_16386735_16387035_+	cluster_1_node_4_2motifs	D	272	281	6.2
hg38_chr17_16535560_16536033_+	cluster_1_node_4_2motifs	R	148	157	7.0
hg38_chr17_1684698_1685154_+	cluster_1_node_4_2motifs	R	163	172	8.4
hg38_chr17_17280560_17281527_+	cluster_1_node_4_2motifs	D	737	746	9.9
hg38_chr17_17591351_17592063_+	cluster_1_node_4_2motifs	R	329	338	5.0
hg38_chr17_17752231_17752734_+	cluster_1_node_4_2motifs	D	238	247	6.0
hg38_chr17_17972450_17973012_+	cluster_1_node_4_2motifs	D	428	437	5.2
hg38_chr17_18087644_18088183_+	cluster_1_node_4_2motifs	D	286	295	6.7
hg38_chr17_18314688_18315366_+	cluster_1_node_4_2motifs	D	570	579	7.5
hg38_chr17_18697806_18698182_+	cluster_1_node_4_2motifs	D	185	194	9.3
hg38_chr17_18780935_18781479_+	cluster_1_node_4_2motifs	R	224	233	9.9
hg38_chr17_19377540_19378213_+	cluster_1_node_4_2motifs	R	384	393	9.4
hg38_chr17_19508371_19508669_+	cluster_1_node_4_2motifs	R	205	214	11.1
hg38_chr17_19977307_19978159_+	cluster_1_node_4_2motifs	D	388	397	8.7
hg38_chr17_2041666_2042367_+	cluster_1_node_4_2motifs	D	346	355	8.4
hg38_chr17_2050335_2050698_+	cluster_1_node_4_2motifs	D	185	194	10.9
hg38_chr17_2053904_2054352_+	cluster_1_node_4_2motifs	D	233	242	11.1
hg38_chr17_21126577_21127140_+	cluster_1_node_4_2motifs	D	361	370	8.8
hg38_chr17_21214127_21214478_+	cluster_1_node_4_2motifs	R	91	100	7.6
hg38_chr17_2138298_2138657_+	cluster_1_node_4_2motifs	R	181	190	9.4
hg38_chr17_2336247_2336737_+	cluster_1_node_4_2motifs	D	230	239	8.3
hg38_chr17_2392651_2392992_+	cluster_1_node_4_2motifs	R	170	179	8.4
hg38_chr17_27654610_27654910_+	cluster_1_node_4_2motifs	D	138	147	8.4
hg38_chr17_28041253_28041769_+	cluster_1_node_4_2motifs	R	330	339	5.4
hg38_chr17_28335287_28335789_+	cluster_1_node_4_2motifs	R	461	470	7.4
hg38_chr17_28357285_28357867_+	cluster_1_node_4_2motifs	D	322	331	9.0
hg38_chr17_28571313_28571845_+	cluster_1_node_4_2motifs	R	377	386	6.2
hg38_chr17_28643944_28644279_+	cluster_1_node_4_2motifs	D	199	208	3.8
hg38_chr17_28645102_28645379_+	cluster_1_node_4_2motifs	D	100	109	4.0
hg38_chr17_28661736_28662424_+	cluster_1_node_4_2motifs	R	452	461	8.6
hg38_chr17_28727802_28728105_+	cluster_1_node_4_2motifs	D	181	190	11.6
hg38_chr17_28728689_28729223_+	cluster_1_node_4_2motifs	R	100	109	9.2
hg38_chr17_28812272_28812707_+	cluster_1_node_4_2motifs	R	186	195	6.7
hg38_chr17_28897568_28897896_+	cluster_1_node_4_2motifs	R	157	166	10.1
hg38_chr17_2975414_2975809_+	cluster_1_node_4_2motifs	D	342	351	6.3
hg38_chr17_29930152_29930439_+	cluster_1_node_4_2motifs	R	164	173	5.5
hg38_chr17_30477197_30477530_+	cluster_1_node_4_2motifs	R	23	32	3.3
hg38_chr17_30824639_30825004_+	cluster_1_node_4_2motifs	D	219	228	5.4
hg38_chr17_30905939_30906535_+	cluster_1_node_4_2motifs	D	297	306	9.4
hg38_chr17_31094768_31095180_+	cluster_1_node_4_2motifs	D	208	217	11.1
hg38_chr17_31549454_31549911_+	cluster_1_node_4_2motifs	D	253	262	6.7
hg38_chr17_31901527_31901957_+	cluster_1_node_4_2motifs	D	238	247	6.7
hg38_chr17_32127546_32127815_+	cluster_1_node_4_2motifs	R	3	12	7.0
hg38_chr17_32341845_32342367_+	cluster_1_node_4_2motifs	D	369	378	4.2
hg38_chr17_32444258_32444682_+	cluster_1_node_4_2motifs	D	141	150	4.4
hg38_chr17_32486744_32487045_+	cluster_1_node_4_2motifs	R	154	163	8.4
hg38_chr17_34580278_34580566_+	cluster_1_node_4_2motifs	R	33	42	4.0
hg38_chr17_34961329_34961692_+	cluster_1_node_4_2motifs	R	174	183	10.9
hg38_chr17_35242611_35243135_+	cluster_1_node_4_2motifs	D	336	345	6.0
hg38_chr17_35567557_35567930_+	cluster_1_node_4_2motifs	R	85	94	9.4
hg38_chr17_35578412_35578863_+	cluster_1_node_4_2motifs	R	172	181	8.6
hg38_chr17_3636233_3636678_+	cluster_1_node_4_2motifs	D	235	244	4.6
hg38_chr17_36535156_36535783_+	cluster_1_node_4_2motifs	R	293	302	10.9
hg38_chr17_36601062_36601704_+	cluster_1_node_4_2motifs	R	526	535	8.9
hg38_chr17_36948650_36949188_+	cluster_1_node_4_2motifs	R	312	321	11.1
hg38_chr17_38351685_38352026_+	cluster_1_node_4_2motifs	R	146	155	11.6
hg38_chr17_38702217_38702557_+	cluster_1_node_4_2motifs	D	130	139	6.6
hg38_chr17_38703812_38704297_+	cluster_1_node_4_2motifs	D	120	129	8.4
hg38_chr17_38705993_38706272_+	cluster_1_node_4_2motifs	D	142	151	8.9
hg38_chr17_38752438_38752903_+	cluster_1_node_4_2motifs	D	173	182	9.9
hg38_chr17_38799761_38800046_+	cluster_1_node_4_2motifs	R	179	188	8.4
hg38_chr17_38824952_38825482_+	cluster_1_node_4_2motifs	D	376	385	11.6
hg38_chr17_38853654_38854034_+	cluster_1_node_4_2motifs	D	162	171	6.2
hg38_chr17_38869466_38869829_+	cluster_1_node_4_2motifs	R	163	172	8.4
hg38_chr17_39199809_39200267_+	cluster_1_node_4_2motifs	D	223	232	9.4
hg38_chr17_39636936_39637451_+	cluster_1_node_4_2motifs	R	185	194	9.4
hg38_chr17_39687655_39688416_+	cluster_1_node_4_2motifs	D	411	420	11.1
hg38_chr17_39730311_39730660_+	cluster_1_node_4_2motifs	D	209	218	5.8
hg38_chr17_39754386_39754687_+	cluster_1_node_4_2motifs	R	172	181	7.8
hg38_chr17_40219073_40219519_+	cluster_1_node_4_2motifs	D	269	278	8.0
hg38_chr17_40287539_40287910_+	cluster_1_node_4_2motifs	D	15	24	7.0
hg38_chr17_40341186_40341464_+	cluster_1_node_4_2motifs	R	105	114	5.6
hg38_chr17_40818673_40819401_+	cluster_1_node_4_2motifs	R	68	77	7.9
hg38_chr17_4142863_4143203_+	cluster_1_node_4_2motifs	D	153	162	6.2
hg38_chr17_41689052_41689670_+	cluster_1_node_4_2motifs	D	314	323	5.6
hg38_chr17_41930424_41930743_+	cluster_1_node_4_2motifs	R	185	194	8.8
hg38_chr17_42017040_42017829_+	cluster_1_node_4_2motifs	D	424	433	10.9
hg38_chr17_42019890_42020281_+	cluster_1_node_4_2motifs	D	361	370	4.9
hg38_chr17_42154696_42155251_+	cluster_1_node_4_2motifs	D	287	296	9.4
hg38_chr17_42535921_42536891_+	cluster_1_node_4_2motifs	R	225	234	6.2
hg38_chr17_42561922_42562297_+	cluster_1_node_4_2motifs	D	231	240	5.6
hg38_chr17_42566850_42567468_+	cluster_1_node_4_2motifs	R	544	553	6.8
hg38_chr17_42577525_42578199_+	cluster_1_node_4_2motifs	D	220	229	5.3
hg38_chr17_42773197_42773674_+	cluster_1_node_4_2motifs	R	234	243	8.7
hg38_chr17_42823827_42824584_+	cluster_1_node_4_2motifs	R	475	484	8.1
hg38_chr17_42833214_42833589_+	cluster_1_node_4_2motifs	R	82	91	6.3
hg38_chr17_42979960_42980659_+	cluster_1_node_4_2motifs	R	208	217	6.0
hg38_chr17_42998086_42998707_+	cluster_1_node_4_2motifs	R	297	306	10.9
hg38_chr17_43125352_43125656_+	cluster_1_node_4_2motifs	R	227	236	5.4
hg38_chr17_43369070_43369412_+	cluster_1_node_4_2motifs	R	149	158	5.4
hg38_chr17_43483643_43484157_+	cluster_1_node_4_2motifs	R	316	325	11.6
hg38_chr17_43545573_43545955_+	cluster_1_node_4_2motifs	D	3	12	6.1
hg38_chr17_43677946_43678339_+	cluster_1_node_4_2motifs	R	183	192	8.0
hg38_chr17_44006926_44007230_+	cluster_1_node_4_2motifs	R	161	170	8.6
hg38_chr17_44014829_44015280_+	cluster_1_node_4_2motifs	D	191	200	5.5
